,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,2013-05-14 00:28:58,1368471538.0,a,43.04,80.53691275167785,1337.77002,11.808809370968318,68.72810338070953,44.12,13.75,2.19,2.83,15.96,15.69,6.85,22.38,19.85,15060000000.0,15060000000.0,13.08,2.07,2.18,10.75,2.18,3600000000.0,10.75,1100000000.0,3.13,22.20,2.80,2450000000.0,7.06,2360000000.0,2.55,15.41,1320000000.0,1.66,0.23,83.20,4370000.0,1.20,1.30,3080000.0,outperform
1,2004-12-05 00:36:42,1102187202.0,aa,32.86,0.0,1111.01001,0.0,0.0,0.53,20.69,1.25,2.33,7.01,9.57,5.13,11.58,26.536,28600000000.0,34750000000.0,13.20,1.50,1.49,9.36,1.49,4019999999.9999995,9.36,1390000000.0,1.588,53.70,11.40,561000000.0,0.64,6650000000.0,1.293,14.36,2140000000.0000002,1.736,1.04,77.11,9910000.0,2.209,1.15,10140000.0,underperform
2,2011-11-05 21:29:24,1320508764.0,aa,10.93,-66.73767498478394,876.1900019999999,-21.13572388065163,-45.60195110413231,50.93,11.47,0.47,0.78,4.31,8.64,3.41,7.22,23.44,19660000000.0,19660000000.0,10.61,0.34,0.80,5.45,0.80,3840000000.0,5.45,1060000000.0,0.95,182.00,21.40,1340000000.0,1.25,9310000000.0,1.36,13.97,19660000000.0,2.01,0.09,59.60,61460000.0,1.50,5.80,63780000.0,underperform
3,2004-12-04 14:16:51,1102150011.0,aapl,62.68,200.62350119904076,1183.5,5.615897001756633,195.00760419728414,2.632,88.41,3.08,5.03,3.33,3.94,3.86,6.02,21.419,24540000000.0,20060000000.0,37.09,2.21,2.42,61.54,2.42,1710000000.0,61.54,276000000.0,0.709,6.20,8.10,5460000000.0,13.96,2.632,2.632,12.968,564000000.0,1.775,1.26,72.07,19400000.0,1.508,5.02,12350000.0,outperform
4,2005-02-04 03:07:08,1107466628.0,aapl,77.81,273.18944844124695,1267.430054,13.105840338145198,260.08360810310177,2.581,62.55,3.30,5.56,5.20,6.71,6.62,10.37,24.517,31480000000.0,26090000000.0,32.83,1.92,2.67,32.09,2.67,2260000000.0,32.09,508000000.0,1.24,300.00,33.40,6450000000.0,15.78,2.581,2.581,14.312,934000000.0,1.81,1.54,68.75,15590000.0,0.761,3.88,14380000.0,outperform
5,2013-08-11 02:30:32,1376168432.0,aapl,454.45,2079.6163069544364,1285.829956,14.747853142939812,2064.8684538114967,13.75,11.33,2.47,3.40,22.28,29.46,17.20,32.11,181.40,394500000000.0,394500000000.0,10.73,0.64,2.33,7.06,2.33,68660000000.0,7.06,37750000000.0,40.11,21.80,0.90,42680000000.0,46.97,16960000000.0,1.88,135.79,52890000000.0,0.87,0.04,62.00,26040000.0,2.10,2.80,27730000.0,outperform
6,2004-05-16 19:24:15,1084715655.0,abc,58.97,0.0,1553.280029,0.0,0.0,0.412,14.05,0.13,1.55,0.93,1.78,3.94,12.09,441.08,6620000000.0,7710000000.0,13.08,0.95,0.15,7.75,0.15,2250000000.0,7.75,482700000.0,4.198,27.90,9.80,663760000.0,5.91,1750000000.0,1.365,37.967999,566770000.0,0.122,1.96,86.21,5400000.0,4.396,4.91,4860000.0,underperform
7,2011-07-08 00:04:15,1310063655.0,abc,43.05,-26.996778022723422,1222.810059,-21.275620868746785,-5.7211571539766375,42.86,17.89,0.15,3.76,0.86,1.45,5.02,22.78,284.55,11240000000.0,11240000000.0,15.49,1.36,0.14,8.95,0.14,2360000000.0,8.95,679310000.0,2.41,18.40,2.40,1910000000.0,6.98,1340000000.0,1.10,11.45,11240000000.0,0.77,0.71,93.20,4820000.0,2.20,1.80,4410000.0,underperform
8,2012-07-04 23:46:24,1341425784.0,abt,64.83,51.542776998597475,1158.310059,-40.582418845598085,92.12519584419556,65.17,20.02,2.59,3.99,13.01,21.21,8.39,20.32,25.12,109120000000.0,109120000000.0,12.10,1.51,2.78,9.62,2.78,23310000000.0,9.62,5090000000.0,3.24,43.80,4.60,9530000000.0,6.06,16649999999.999998,1.53,16.18,9180000000.0,0.39,0.16,67.10,21250000.0,3.40,1.40,23040000.0,outperform
9,2013-08-18 07:12:45,1376790165.0,abt,34.97,-18.256194483403466,2083.389893,6.871201783794781,-25.127396267198247,35.38,13.95,1.36,2.44,10.02,22.40,10.72,26.48,25.52,52890000000.0,52890000000.0,15.68,1.47,1.32,4.58,1.32,24750000000.0,4.58,6190000000.0,2.51,72.40,2.50,9390000000.0,6.04,7930000000.0,1.82,14.37,6200000000.0,0.50,0.16,67.00,10200000.0,1.40,0.70,8520000.0,underperform
10,2013-05-16 15:08:57,1368697137.0,ace,92.58,136.77749360613808,1633.77002,4.523154845432609,132.25433876070548,27.94,11.84,1.75,1.13,14.88,17.34,2.13,10.07,53.02,35220000000.0,35220000000.0,11.37,1.39,1.95,11.06,1.95,5320000000.0,11.06,2690000000.0,7.83,2.10,2.60,3750000000.0,11.02,7810000000.0,0.41,82.17,4340000000.0,0.79,0.34,93.10,2270000.0,1.60,0.70,2600000.0,outperform
11,2004-12-10 06:26:24,1102640184.0,acn,26.2,4.590818363273447,1447.800049,20.641965709158125,-16.05114734588468,0.023,21.49,1.65,16.89,8.09,11.64,16.38,54.30,15.096,24570000000.0,22060000000.0,16.90,1.25,1.46,10.94,1.46,4310000000.0,10.94,690830000.0,1.219,103.40,2.20,2840000000.0,3.03,33880000.0,1.381,1.57,1800000000.0,1.702,6.45,36.09,2420000.0,0.523,0.28,2029999.9999999998,underperform
12,2005-02-10 03:10:56,1107985256.0,acn,25.51,1.8363273453093847,1495.920044,24.65169812402066,-22.815370778711273,0.023,21.00,1.56,13.88,7.74,10.95,15.15,48.93,15.748,23970000000.0,21460000000.0,16.25,1.19,1.37,10.97,1.37,4620000000.0,10.97,712760000.0,1.22,38.70,12.80,2870000000.0,3.05,40000000.0,1.45,1.862,1570000000.0,1.686,6.38,36.29,2780000.0,0.979,0.32,2640000.0,underperform
13,2005-04-04 05:07:40,1112571460.0,acn,24.44,-2.43512974051896,1266.609985,5.543799699959326,-7.978929440478286,0.023,20.12,1.45,12.97,7.74,10.95,15.15,48.93,15.748,22960000000.0,20140000000.0,15.57,1.11,1.29,10.29,1.29,4620000000.0,10.29,712760000.0,1.22,38.70,12.80,2870000000.0,3.05,40000000.0,1.45,1.862,1570000000.0,1.671,6.38,38.48,4690000.0,1.752,0.53,4450000.0,underperform
14,2011-11-08 00:40:19,1320693019.0,acn,58.0,131.5369261477046,1234.719971,2.8864755907980473,128.65045055690655,0.10,17.07,1.36,9.63,8.33,12.97,15.52,66.97,42.37,31630000000.0,31630000000.0,13.74,1.44,1.16,7.79,1.16,8390000000.000001,7.79,2280000000.0,3.40,37.40,23.00,5710000000.0,8.90,4420000.0,1.45,6.05,31630000000.0,0.82,45.71,73.70,11830000.0,1.90,1.90,11120000.0,outperform
15,2012-11-04 02:11:28,1351975288.0,acn,67.91,171.09780439121755,1136.76001,-5.276310606090989,176.37411499730854,0.00,17.68,1.85,10.51,9.16,13.90,14.94,62.95,43.32,44320000000.0,44320000000.0,14.54,1.41,1.59,10.58,1.59,8990000000.0,10.58,2550000000.0,3.84,5.50,2.20,6640000000.0,8.85,0.00,1.55,6.55,4260000000.0,1.23,0.28,81.30,5320000.0,1.40,0.80,6050000.0,outperform
16,2011-08-05 04:11:46,1312497706.0,adbe,26.15,-27.562326869806103,894.73999,-20.290424053452114,-7.27190281635399,28.17,14.01,3.34,2.51,23.78,28.84,8.93,18.22,7.98,12410000000.0,12410000000.0,10.18,1.01,3.07,8.56,3.07,3400000000.0,8.56,962940000.0,1.87,54.40,8.50,2630000000.0,5.32,1520000000.0,3.23,10.92,12410000000.0,1.54,0.43,86.30,13350000.0,2.00,2.60,13890000.0,underperform
17,2011-10-18 13:47:26,1318925846.0,adbe,26.24,-27.313019390581722,2081.719971,85.45389496659243,-112.76691435717416,27.25,14.37,3.16,2.32,22.79,28.13,8.71,17.43,8.12,11680000000.0,11680000000.0,10.29,0.91,2.87,8.23,2.87,3400000000.0,8.23,927980000.0,1.83,15.20,2.30,2720000000.0,5.54,1520000000.0,3.36,11.29,11680000000.0,1.56,0.43,86.30,17400000.0,2.40,3.50,17780000.0,underperform
18,2004-11-11 09:56:15,1100147175.0,adi,38.5,0.0,1332.829956,0.0,0.0,6.081,28.75,5.83,3.95,20.57,25.51,11.51,15.24,6.522,14570000000.0,11880000000.0,25.16,1.33,4.64,18.14,4.64,1120000000.0,18.14,526500000.0,1.339,183.30,19.90,2690000000.0,7.11,6.081,6.081,9.991,648600000.0,2.739,1.53,81.08,10960000.0,2.55,2.94,11000000.0,underperform
19,2005-04-08 23:33:20,1112983400.0,adi,35.67,-7.350649350649347,1175.650024,-11.792947126707586,4.44229777605824,6.453,24.91,5.15,3.60,21.52,26.00,12.28,15.29,6.661,13290000000.0,10850000000.0,21.88,1.57,4.16,15.94,4.16,1550000000.0,15.94,561340000.0,1.43,91.30,28.60,2600000000.0,6.98,6.453,6.453,10.025,703270000.0,2.77,1.67,80.82,8900000.0,2.407,2.43,8700000.0,outperform
20,2011-08-05 04:12:35,1312497755.0,adi,31.63,-17.844155844155846,894.73999,-32.86915664131426,15.025000797158416,25.32,10.94,3.34,2.80,29.52,36.38,15.06,27.25,10.07,7510000000.0,7510000000.0,10.44,1.15,2.50,6.19,2.50,1800000000.0,6.19,881920000.0,2.89,44.70,18.30,3430000000.0,11.45,906930000.0,7.30,11.96,7510000000.0,1.04,1.93,85.10,6320000.0,1.80,2.10,6350000.0,outperform
21,2013-05-11 12:07:46,1368254266.0,adi,46.79,21.532467532467532,1403.040039,5.267744972562722,16.26472255990481,17.57,22.40,5.30,3.28,24.04,30.44,9.26,15.75,8.91,10960000000.0,10960000000.0,17.52,6.51,4.10,11.87,4.10,1740000000.0,11.87,643080000.0,2.09,5.90,4.00,3990000000.0,13.03,759670000.0,9.47,14.13,757690000.0,1.06,1.00,87.80,3880000.0,1.60,1.30,4670000.0,outperform
22,2004-04-14 16:44:25,1081941265.0,adm,16.81,16.091160220994464,1332.869995,84.77182304477287,-68.6806628237784,0.789,18.64,0.33,1.45,1.76,2.69,3.23,8.19,51.297,10890000000.0,15790000000.0,15.01,1.72,0.48,10.07,0.48,1730000000.0,10.07,582830000.0,0.902,11.70,30.90,1250000000.0,1.93,6000000000.0,1.523,11.738,673600000.0,0.393,9.61,64.81,5340000.0,1.937,0.91,4890000.0,underperform
23,2005-02-08 21:21:16,1107877876.0,adm,23.71,63.74309392265194,1162.160034,61.10680633331776,2.6362875893341737,0.613,25.22,0.42,1.99,1.64,2.52,3.15,7.97,57.207,15520000000.0,19120000000.0,15.10,1.79,0.51,11.78,0.51,2150000000.0,11.78,610830000.0,0.94,9.70,17.70,1420000000.0,2.17,4850000000.0,1.605,12.075,860610000.0,0.428,13.63,64.67,4540000.0,2.221,0.80,5080000.0,outperform
24,2005-02-14 20:39:46,1108393786.0,adm,24.5,69.1988950276243,1361.219971,88.701896321571,-19.503001293946696,0.528,22.73,0.43,2.01,1.90,2.69,3.56,8.88,56.837,16040000000.0,19170000000.0,15.61,1.80,0.52,11.42,0.52,2150000000.0,11.42,703510000.0,1.08,9.70,17.70,1250000000.0,1.9,4510000000.0,1.741,12.075,860610000.0,0.428,13.64,64.80,4540000.0,2.221,0.80,5080000.0,underperform
25,2011-08-05 04:13:27,1312497807.0,adm,28.05,93.71546961325967,894.73999,24.035157009714105,69.68031260354556,85.48,8.64,0.26,1.14,2.86,3.56,4.30,13.25,114.86,31540000000.0,31540000000.0,7.84,0.85,0.43,8.96,0.43,3840000000.0,8.96,2100000000.0,3.25,37.30,32.60,1620000000.0,2.54,14260000000.0,1.74,26.10,31540000000.0,0.26,2.14,71.40,10470000.0,1.70,1.70,10740000.0,outperform
26,2011-08-05 04:11:51,1312497711.0,adp,47.88,27.374301675977648,894.73999,-15.846993893080406,43.22129556905806,0.57,19.00,2.49,4.09,12.70,18.47,3.73,21.83,20.02,23170000000.0,23170000000.0,15.75,1.66,2.34,10.81,2.34,3900000000.0,10.81,1250000000.0,2.52,16.30,14.50,1430000000.0,2.88,34200000.0,1.07,12.15,23170000000.0,0.64,0.17,74.70,4950000.0,1.90,1.00,5330000.0,outperform
27,2013-02-06 18:15:11,1360154711.0,adp,60.33,60.494812450119696,817.369995,-23.12387626616774,83.61868871628744,7.29,21.34,2.75,4.71,12.87,18.89,4.39,22.59,22.23,29030000000.0,29030000000.0,18.95,2.22,2.69,12.28,2.69,4430000000.0,12.28,1390000000.0,2.83,0.90,5.90,1150000000.0,2.38,459000000.0,1.07,13.00,1530000000.0,0.83,0.19,76.00,4480000.0,2.30,0.90,3760000.0,outperform
28,2013-02-06 12:50:17,1360135217.0,adsk,39.06,1.3755515182974334,817.369995,-36.152443569309376,37.52799508760681,5.45,36.85,3.82,4.35,10.66,15.22,6.80,12.74,10.13,7560000000.0,7560000000.0,18.42,1.18,3.29,15.97,3.29,1990000000.0,15.97,244900000.0,1.06,59.60,0.10,1330000000.0,5.92,110000000.0,1.75,8.98,578700000.0,2.13,0.16,95.30,3620000.0,1.60,1.60,3860000.0,outperform
29,2013-05-14 02:47:26,1368479846.0,adsk,38.9,0.9602906825849921,1337.77002,4.497776240533657,-3.537485557948665,36.49,36.36,3.85,4.35,10.70,15.13,5.80,12.60,10.21,7690000000.0,7690000000.0,15.88,1.26,3.33,16.10,3.33,2069999999.9999998,16.10,247400000.0,1.07,3.50,2.40,1950000000.0,8.73,745600000.0,2.45,9.14,559100000.0,2.15,0.12,91.80,3810000.0,1.50,1.70,3160000.0,underperform
30,2005-03-05 21:55:16,1110039916.0,aee,51.83,0.0,1073.430054,0.0,0.0,0.974,18.34,1.93,1.72,10.27,20.89,3.37,10.02,27.694,10070000000.0,15860000000.0,16.00,5.57,3.07,9.7,3.07,3080000000.0,9.7,529720000.0,2.83,37.20,19.60,69000000.0,0.36,5860000000.0,0.875,29.774,915000000.0,0.167,1.02,53.44,5900000.0,10.387,3.07,3410000.0,underperform
31,2005-04-04 22:37:45,1112634465.0,aep,33.96,4.879555281037671,1266.609985,-12.550489033853212,17.430044314890885,1.435,11.93,0.96,1.59,8.02,16.31,3.24,13.42,35.497,13460000000.0,25190000000.0,13.27,4.03,1.79,7.01,1.79,7610000000.0,7.01,1130000000.0,2.85,890.00,3.40,708000000.0,1.79,12310000000.0,0.803,21.51,2600000000.0,0.383,0.76,65.52,19500000.0,11.574,4.96,7040000.0,outperform
32,2011-04-08 04:53:43,1302218623.0,aep,35.47,9.54292773316861,1220.140015,-15.758876934815103,25.301804667983713,136.63,14.02,1.19,1.26,8.39,20.49,3.74,9.04,30.10,35310000000.0,35310000000.0,10.91,2.81,2.45,7.46,2.45,8260000000.0,7.46,1210000000.0,2.53,26.10,4.60,485000000.0,1.01,18690000000.0,0.77,28.33,35310000000.0,0.55,0.08,68.30,4840000.0,1.80,1.00,4120000.0,outperform
33,2013-06-05 05:12:09,1370389329.0,aet,59.36,-23.406451612903226,1009.5599980000001,-28.856130182807334,5.449678569904108,63.37,12.26,0.52,1.82,4.40,8.31,4.72,15.57,111.29,21220000000.0,21220000000.0,9.47,0.98,0.57,6.00,0.57,10860000000.0,6.00,1640000000.0,4.84,4.10,7.00,5250000000.0,16.12,6800000000.0,0.99,32.77,1350000000.0,1.09,0.37,97.40,4800000.0,1.50,1.60,20310000.0,outperform
34,2005-03-10 01:40:57,1110399057.0,agn,75.47,-1.5394651011089455,1502.390015,-19.5563355173232,18.016870416214253,0.522,26.60,4.85,8.89,18.48,25.78,18.90,40.70,15.383,9910000000.0,9610000000.0,20.73,1.34,4.70,18.22,4.70,1440000000.0,18.22,377100000.0,2.84,169.80,24.30,894800000.0,6.82,583200000.0,2.994,8.501,518600000.0,0.275,1.97,90.41,3200000.0,3.038,2.49,3400000.0,outperform
35,2013-05-12 05:08:18,1368315498.0,agn,104.18,35.916503587736464,883.919983,-52.671568745759146,88.5880723334956,40.37,36.17,5.19,5.75,14.90,28.58,11.79,21.16,19.73,30800000000.0,30800000000.0,19.12,1.57,5.20,16.49,5.20,5030000000.0,16.49,1140000000.0,2.88,94.60,8.30,2250000000.0,7.59,2160000000.0,3.83,17.93,1510000000.0,0.64,0.16,88.20,4940000.0,4.20,1.70,5030000.0,outperform
36,2013-05-14 20:29:12,1368543552.0,aiv,32.73,-3.593519882179693,1337.77002,-35.04993186739072,31.456411985211027,397.17,47.09,4.67,5.73,13.56,22.95,2.19,0.71,7.15,10050000000.0,10050000000.0,14.88,1.51,9.99,17.56,9.99,618960000.0,17.56,81360000.0,0.70,202.30,3.70,49560000.0,0.34,4720000000.0,2.35,5.62,317250000.0,0.95,0.97,102.70,5550000.0,5.40,5.10,5420000.0,outperform
37,2011-05-05 15:24:18,1304589258.0,all,33.65,-33.92892204987238,915.3900150000001,-27.775894842398923,-6.153027207473453,30.87,13.71,0.56,0.92,4.18,6.79,1.03,7.19,59.05,21280000000.0,21280000000.0,8.93,1.11,0.67,8.83,0.67,8830000000.0,8.83,1330000000.0,2.45,332.50,4.50,2630000000.0,5.03,5970000000.0,0.51,36.85,21280000000.0,1.58,0.08,72.00,7480000.0,1.90,1.50,7280000.0,underperform
38,2011-07-14 00:16:09,1310582769.0,all,29.87,-41.350873748281955,1261.119995,-0.49786250374017965,-40.853011244541776,30.87,12.17,0.49,0.81,4.18,6.79,1.03,7.19,59.05,19020000000.0,19020000000.0,7.90,2.76,0.60,7.89,0.60,8830000000.0,7.89,1330000000.0,2.45,332.50,4.50,2630000000.0,5.03,5970000000.0,0.51,36.85,19020000000.0,1.60,0.08,72.00,7280000.0,1.80,1.40,8440000.0,underperform
39,2012-03-11 04:48:46,1331421526.0,all,31.66,-37.83624582760652,870.73999,-31.29877366786822,-6.5374721597383,33.86,20.97,0.48,0.84,2.41,4.24,0.68,4.18,62.71,20040000000.0,20040000000.0,7.84,0.95,0.61,12.48,0.61,9090000000.0,12.48,788000000.0,1.51,144.60,1.80,2069999999.9999998,4.15,6330000000.0,0.71,37.27,1930000000.0,1.22,0.07,77.20,8500000.0,1.70,1.70,7790000.0,underperform
40,2004-09-17 01:25:17,1095364517.0,altr,19.5,0.0,1872.180054,0.0,0.0,3.044,33.80,7.69,6.36,23.75,29.90,14.57,19.54,2.426,7250000000.0,6490000000.0,23.49,1.35,6.91,20.17,6.91,561330000.0,20.17,222970000.0,0.577,70.00,16.20,1080000000.0,2.9,3.044,3.044,3.05,314500000.0,2.272,2.06,84.80,12820000.0,1.754,3.52,9210000.0,underperform
41,2004-12-09 07:30:24,1102557624.0,altr,22.2,13.846153846153841,1288.119995,-31.196788885349374,45.04294273150322,3.22,32.46,8.48,7.00,26.39,30.84,16.70,22.87,2.587,8260000000.0,7280000000.0,30.83,1.72,7.32,21.19,7.32,561330000.0,21.19,262290000.00000003,0.684,70.00,16.20,1150000000.0,3.09,3.22,3.22,3.232,327040000.0,2.313,2.07,86.91,17780000.0,2.171,4.88,17880000.0,outperform
42,2005-02-04 08:02:17,1107484337.0,altr,18.87,-3.230769230769226,1267.430054,-32.30191448241976,29.071145251650535,3.595,26.21,7.19,5.94,27.07,30.99,17.13,23.54,2.658,7030000000.0,5820000000.0,24.19,1.62,5.73,18.49,5.73,561330000.0,18.49,275110000.0,0.72,70.00,16.20,1200000000.0,3.23,3.595,3.595,3.232,327040000.0,2.337,1.15,83.96,13410000.0,2.27,3.64,18320000.0,outperform
43,2013-02-06 17:54:59,1360153499.0,altr,34.49,76.87179487179489,817.369995,-56.34127213065586,133.21306700245074,15.00,20.08,6.18,3.31,31.23,33.16,8.27,17.60,5.56,8510000000.0,8510000000.0,18.08,1.82,4.77,13.54,4.77,1450000000.0,13.54,556810000.0,1.72,17.60,4.00,3020000000.0,9.44,500000000.0,6.78,10.43,587210000.0,1.37,0.28,93.30,4350000.0,1.50,1.40,5580000.0,outperform
44,2013-02-06 13:28:04,1360137484.0,alxn,95.32,137.2915110779188,817.369995,-25.018804422026697,162.31031549994552,8.60,84.35,17.79,9.89,21.33,35.20,12.02,15.17,5.54,17770000000.0,17770000000.0,34.16,1.27,17.07,46.21,17.07,690290000.0,46.21,222020000.0,1.13,40.60,44.20,905530000.0,4.66,161000000.0,3.90,9.64,396440000.0,0.56,1.27,97.80,4390000.0,3.50,2.70,4640000.0,outperform
45,2013-05-16 20:58:25,1368718105.0,alxn,101.82,153.47274085138162,1633.77002,49.873411243887595,103.59932960749401,7.13,69.88,16.71,9.82,23.74,35.54,11.60,17.66,6.37,19450000000.0,19450000000.0,31.23,1.37,15.83,42.88,15.83,1060000000.0,42.88,291630000.0,1.46,81.00,38.50,1020000000.0,5.24,149000000.0,5.24,10.72,394300000.0,0.54,1.15,96.90,4340000.0,2.30,2.50,4580000.0,outperform
46,2004-09-16 23:22:07,1095357127.0,amat,16.78,0.0,1568.609985,0.0,0.0,0.061,31.72,4.05,3.13,12.97,17.50,8.46,10.88,4.074,28500000000.0,22870000000.0,14.72,0.94,3.25,14.43,3.25,1600000000.0,14.43,911750000.0,0.529,155.40,11.60,6600000000.0,3.88,558320000.0,4.595,5.361,1390000000.0,2.276,0.87,69.02,36690000.0,1.204,2.18,34350000.0,underperform
47,2004-10-18 20:51:33,1098112893.0,amat,15.86,-5.482717520858174,2102.060059,34.00782087970706,-39.490538400565235,0.061,29.98,3.79,2.93,12.97,17.50,8.46,10.88,4.074,26930000000.0,20620000000.0,15.25,1.03,2.93,13.01,2.93,1600000000.0,13.01,911750000.0,0.529,155.40,11.60,6600000000.0,3.88,558320000.0,4.595,5.361,1390000000.0,2.305,0.87,68.73,41100000.0,1.231,2.44,36690000.0,underperform
48,2004-12-09 07:35:16,1102557916.0,amat,17.27,2.920143027413578,1288.119995,-17.881435964466338,20.801578991879914,0.049,21.94,3.72,3.19,16.86,22.01,12.03,15.61,4.652,29330000000.0,23700000000.0,17.62,1.63,2.96,13.44,2.96,1600000000.0,13.44,1350000000.0,0.787,155.40,11.60,6580000000.0,3.87,456300000.0,4.494,5.501,1390000000.0,2.292,0.31,68.22,37640000.0,1.054,2.22,37710000.0,outperform
49,2012-09-18 07:09:26,1347932366.0,amat,11.94,-28.843861740166872,2047.619995,30.537228156175477,-59.381089896342345,23.34,14.33,1.60,1.77,11.66,16.09,6.79,12.78,7.18,14560000000.0,14560000000.0,14.74,2.03,1.57,7.77,1.57,4360000000.0,7.77,1080000000.0,0.83,54.20,15.90,2160000000.0,1.75,1950000000.0,2.44,6.74,2140000000.0000002,1.56,0.20,79.30,18500000.0,1.60,1.40,17560000.0,underperform
50,2012-10-17 10:51:48,1350451308.0,amat,11.2,-33.25387365911801,2026.140015,29.16786418390674,-62.421737843024744,23.34,13.45,1.50,1.66,11.66,16.09,6.79,12.78,7.18,13340000000.0,13340000000.0,15.14,1.90,1.44,7.12,1.44,4360000000.0,7.12,1080000000.0,0.83,54.20,15.90,2160000000.0,1.75,1950000000.0,2.44,6.74,2140000000.0000002,1.56,0.25,77.50,18290000.0,1.40,1.40,19210000.0,underperform
51,2012-06-10 01:02:37,1339270357.0,amgn,68.87,27.53703703703704,1507.339966,10.948851656688888,16.588185380348154,113.43,16.15,3.39,2.86,23.57,33.61,7.25,17.06,18.26,55600000000.0,55600000000.0,10.14,1.09,3.50,8.71,3.50,13160000000.0,8.71,3740000000.0,4.26,5.20,7.90,19370000000.0,24.91,21410000000.0,3.24,24.16,5060000000.0,0.62,0.12,81.60,14460000.0,3.50,1.80,14260000.0,outperform
52,2011-10-09 04:44:07,1318115647.0,amp,39.06,80.16605166051662,1380.900024,23.48096244746379,56.68508921305283,80.07,8.55,0.91,0.91,11.11,27.27,1.41,10.28,42.05,14100000000.0,14100000000.0,6.27,0.59,1.33,4.68,1.33,8289999999.999999,4.68,1250000000.0,4.57,19.30,6.10,4120000000.0,17.43,8990000000.0,1.15,44.49,14100000000.0,2.19,0.16,87.20,3700000.0,1.10,1.50,3000000.0,outperform
53,2011-10-07 04:27:26,1317941846.0,amt,55.59,197.75040171397964,1162.910034,-27.967319389897266,225.7177211038769,158.39,57.91,9.82,6.12,17.29,38.76,5.50,10.88,5.57,27170000000.0,27170000000.0,40.58,2.69,12.23,19.83,12.23,1510000000.0,19.83,384010000.0,0.96,15.60,27.10,333900000.0,0.84,5700000000.0,0.70,8.99,27170000000.0,0.48,1.00,95.10,6330000.0,1.90,1.60,5710000.0,outperform
54,2004-09-17 02:01:15,1095366675.0,an,16.95,0.0,1872.180054,0.0,0.0,0.979,12.74,0.23,1.09,1.90,3.65,4.19,9.35,69.951,4520000000.0,8270000000.0,11.15,1.14,0.42,10.48,0.42,2960000000.0,10.48,371400000.0,1.33,25.60,0.50,56800000.0,0.21,4000000000.0,1.017,15.253,131699999.99999999,0.622,38.00,76.88,11180000.0,9.655,6.76,9980000.0,underperform
55,2011-03-12 05:47:25,1299889045.0,an,33.48,97.5221238938053,1045.410034,-44.16081766460268,141.68294155840798,154.65,23.49,0.39,2.35,1.82,3.99,5.46,10.74,79.42,8029999999.999999,8029999999.999999,15.94,1.02,0.65,14.00,0.65,2130000000.0,14.00,235300000.0,1.43,9.10,16.20,95100000.0,0.64,3220000000.0,1.10,14.01,8029999999.999999,1.34,72.52,40.00,12320000.0,9.10,14.10,12270000.0,outperform
56,2011-06-04 10:52:17,1307164937.0,an,33.66,98.58407079646017,1118.859985,-40.23758651794716,138.82165731440733,139.76,21.54,0.39,2.37,1.86,4.03,5.73,11.05,85.38,7880000000.0,7880000000.0,15.80,0.93,0.61,13.13,0.61,2130000000.0,13.13,246800000.0,1.56,25.70,16.70,84300000.0,0.57,2990000000.0,1.09,14.39,7880000000.0,1.33,30.74,74.10,13280000.0,14.40,20.10,13410000.0,outperform
57,2011-08-16 15:42:33,1313489553.0,an,35.46,109.20353982300885,1770.609985,-5.425229735942902,114.62876955895176,147.35,20.15,0.40,2.46,2.02,4.10,5.90,13.22,89.06,8250000000.0,8250000000.0,16.42,0.97,0.63,13.31,0.63,2130000000.0,13.31,270100000.0,1.76,52.30,7.50,81800000.0,0.56,3120000000.0,1.13,14.52,8250000000.0,1.13,30.74,74.10,11510000.0,13.80,17.40,12100000.0,outperform
58,2013-05-14 09:51:37,1368505297.0,an,45.82,170.32448377581122,1337.77002,-28.54479903565942,198.86928281147064,251.78,17.36,0.35,3.11,2.03,4.20,6.26,19.50,132.60,10020000000.0,10020000000.0,13.93,0.79,0.62,13.08,0.62,2490000000.0,13.08,327000000.0,2.64,13.70,12.00,46300000.0,0.38,4500000000.0,1.04,14.73,451600000.0,0.94,57.06,2.60,2880000.0,4.10,5.70,2550000.0,outperform
59,2004-04-11 04:03:14,1081636394.0,anf,33.4,42.18816517667093,1370.400024,-0.05032069500244404,42.23848587167337,2.688,16.11,2.04,3.99,12.01,19.42,18.74,25.60,17.195,3220000000.0,2700000000.0,12.85,0.85,1.58,8.14,1.58,656050000.0,8.14,205100000.0,2.073,15.60,16.90,521070000.00000006,5.4,2.688,2.688,9.057,304230000.0,1.583,0.48,87.25,5210000.0,2.417,5.42,5330000.0,outperform
